"","date","normTitleCategory","clicks.sum"
"14486",2017-07-08,"science",7713
"14487",2017-07-08,"service",25813
"14488",2017-07-08,"socialscience",1269
"14489",2017-07-08,"sports",2168
"14490",2017-07-08,"tech",126
"14491",2017-07-08,"techhelp",7910
"14492",2017-07-08,"techinfo",13441
"14493",2017-07-08,"techsoftware",16368
"14494",2017-07-08,"therapy",8177
"14495",2017-07-08,"transport",3942
"14496",2017-07-08,"uncategorized",17944
"14497",2017-07-08,"veterinary",3351
"14498",2017-07-08,"warehouse",26518
"14499",2017-07-08,NA,146577
"14500",2017-07-09,"accounting",19661
"14501",2017-07-09,"admin",61704
"14502",2017-07-09,"agriculture",503
"14503",2017-07-09,"arch",934
"14504",2017-07-09,"arts",3537
"14505",2017-07-09,"aviation",963
"14506",2017-07-09,"care",6054
"14507",2017-07-09,"childcare",13459
"14508",2017-07-09,"construction",13054
"14509",2017-07-09,"customer",39238
"14510",2017-07-09,"driver",31488
"14511",2017-07-09,"education",20925
"14512",2017-07-09,"engchem",399
"14513",2017-07-09,"engcivil",1511
"14514",2017-07-09,"engelectric",2371
"14515",2017-07-09,"engid",4207
"14516",2017-07-09,"engmech",2085
"14517",2017-07-09,"finance",3886
"14518",2017-07-09,"food",37424
"14519",2017-07-09,"hospitality",3850
"14520",2017-07-09,"hr",12771
"14521",2017-07-09,"install",41472
"14522",2017-07-09,"insurance",3795
"14523",2017-07-09,"legal",6718
"14524",2017-07-09,"management",60359
"14525",2017-07-09,"manufacturing",17698
"14526",2017-07-09,"marketing",14041
"14527",2017-07-09,"math",3724
"14528",2017-07-09,"meddental",3926
"14529",2017-07-09,"meddr",4823
"14530",2017-07-09,"media",4931
"14531",2017-07-09,"medinfo",10683
"14532",2017-07-09,"mednurse",35437
"14533",2017-07-09,"medtech",24790
"14534",2017-07-09,"military",687
"14535",2017-07-09,"mining",650
"14536",2017-07-09,"personal",3303
"14537",2017-07-09,"pharmacy",3286
"14538",2017-07-09,"project",9243
"14539",2017-07-09,"protective",12403
"14540",2017-07-09,"realestate",5498
"14541",2017-07-09,"retail",47061
"14542",2017-07-09,"sales",38554
"14543",2017-07-09,"sanitation",19171
"14544",2017-07-09,"science",7741
"14545",2017-07-09,"service",25831
"14546",2017-07-09,"socialscience",1155
"14547",2017-07-09,"sports",2334
"14548",2017-07-09,"tech",106
"14549",2017-07-09,"techhelp",8652
"14550",2017-07-09,"techinfo",14514
"14551",2017-07-09,"techsoftware",17433
"14552",2017-07-09,"therapy",8378
"14553",2017-07-09,"transport",3969
"14554",2017-07-09,"uncategorized",17983
"14555",2017-07-09,"veterinary",3490
"14556",2017-07-09,"warehouse",27133
"14557",2017-07-09,NA,152138
"14558",2017-07-10,"accounting",27688
"14559",2017-07-10,"admin",96776
"14560",2017-07-10,"agriculture",1279
"14561",2017-07-10,"arch",1570
"14562",2017-07-10,"arts",4893
"14563",2017-07-10,"aviation",961
"14564",2017-07-10,"care",8809
"14565",2017-07-10,"childcare",18953
"14566",2017-07-10,"construction",16847
"14567",2017-07-10,"customer",58837
"14568",2017-07-10,"driver",39716
"14569",2017-07-10,"education",26327
"14570",2017-07-10,"engchem",540
"14571",2017-07-10,"engcivil",1971
"14572",2017-07-10,"engelectric",2770
"14573",2017-07-10,"engid",4958
"14574",2017-07-10,"engmech",2767
"14575",2017-07-10,"finance",5772
"14576",2017-07-10,"food",46283
"14577",2017-07-10,"hospitality",4734
"14578",2017-07-10,"hr",19427
"14579",2017-07-10,"install",56086
"14580",2017-07-10,"insurance",4588
"14581",2017-07-10,"legal",9168
"14582",2017-07-10,"management",78805
"14583",2017-07-10,"manufacturing",24283
"14584",2017-07-10,"marketing",18166
"14585",2017-07-10,"math",4595
"14586",2017-07-10,"meddental",4697
"14587",2017-07-10,"meddr",5413
"14588",2017-07-10,"media",9389
"14589",2017-07-10,"medinfo",14406
"14590",2017-07-10,"mednurse",43718
"14591",2017-07-10,"medtech",32350
"14592",2017-07-10,"military",677
"14593",2017-07-10,"mining",815
"14594",2017-07-10,"personal",4073
"14595",2017-07-10,"pharmacy",4300
"14596",2017-07-10,"project",12758
"14597",2017-07-10,"protective",15873
"14598",2017-07-10,"realestate",8167
"14599",2017-07-10,"retail",61321
"14600",2017-07-10,"sales",52594
"14601",2017-07-10,"sanitation",23428
"14602",2017-07-10,"science",11043
"14603",2017-07-10,"service",35013
"14604",2017-07-10,"socialscience",1251
"14605",2017-07-10,"sports",2954
"14606",2017-07-10,"tech",214
"14607",2017-07-10,"techhelp",12551
"14608",2017-07-10,"techinfo",20610
"14609",2017-07-10,"techsoftware",26361
"14610",2017-07-10,"therapy",9969
"14611",2017-07-10,"transport",5304
"14612",2017-07-10,"uncategorized",23103
"14613",2017-07-10,"veterinary",4875
"14614",2017-07-10,"warehouse",36011
"14615",2017-07-10,NA,215678
"14616",2017-07-11,"accounting",27751
"14617",2017-07-11,"admin",97284
"14618",2017-07-11,"agriculture",2418
"14619",2017-07-11,"arch",1667
"14620",2017-07-11,"arts",5058
"14621",2017-07-11,"aviation",889
"14622",2017-07-11,"care",8298
"14623",2017-07-11,"childcare",18335
"14624",2017-07-11,"construction",17230
"14625",2017-07-11,"customer",61380
"14626",2017-07-11,"driver",37318
"14627",2017-07-11,"education",25222
"14628",2017-07-11,"engchem",486
"14629",2017-07-11,"engcivil",1796
"14630",2017-07-11,"engelectric",2527
"14631",2017-07-11,"engid",5515
"14632",2017-07-11,"engmech",2690
"14633",2017-07-11,"finance",5824
"14634",2017-07-11,"food",46219
"14635",2017-07-11,"hospitality",3129
"14636",2017-07-11,"hr",17253
"14637",2017-07-11,"install",59719
"14638",2017-07-11,"insurance",4303
"14639",2017-07-11,"legal",8246
"14640",2017-07-11,"management",81401
"14641",2017-07-11,"manufacturing",23314
"14642",2017-07-11,"marketing",17865
"14643",2017-07-11,"math",5432
"14644",2017-07-11,"meddental",4688
"14645",2017-07-11,"meddr",5115
"14646",2017-07-11,"media",8260
"14647",2017-07-11,"medinfo",15154
"14648",2017-07-11,"mednurse",44796
"14649",2017-07-11,"medtech",32407
"14650",2017-07-11,"military",685
"14651",2017-07-11,"mining",833
"14652",2017-07-11,"personal",4252
"14653",2017-07-11,"pharmacy",4536
"14654",2017-07-11,"project",12847
"14655",2017-07-11,"protective",14334
"14656",2017-07-11,"realestate",7783
"14657",2017-07-11,"retail",60850
"14658",2017-07-11,"sales",49873
"14659",2017-07-11,"sanitation",23846
"14660",2017-07-11,"science",11739
"14661",2017-07-11,"service",35199
"14662",2017-07-11,"socialscience",1067
"14663",2017-07-11,"sports",2731
"14664",2017-07-11,"tech",254
"14665",2017-07-11,"techhelp",13573
"14666",2017-07-11,"techinfo",19247
"14667",2017-07-11,"techsoftware",25555
"14668",2017-07-11,"therapy",9965
"14669",2017-07-11,"transport",5179
"14670",2017-07-11,"uncategorized",22371
"14671",2017-07-11,"veterinary",4671
"14672",2017-07-11,"warehouse",35852
"14673",2017-07-11,NA,215788
"14674",2017-07-12,"accounting",29747
"14675",2017-07-12,"admin",95231
"14676",2017-07-12,"agriculture",1355
"14677",2017-07-12,"arch",1562
"14678",2017-07-12,"arts",4390
"14679",2017-07-12,"aviation",857
"14680",2017-07-12,"care",8164
"14681",2017-07-12,"childcare",17231
"14682",2017-07-12,"construction",18262
"14683",2017-07-12,"customer",63536
"14684",2017-07-12,"driver",37374
"14685",2017-07-12,"education",25167
"14686",2017-07-12,"engchem",510
"14687",2017-07-12,"engcivil",1665
"14688",2017-07-12,"engelectric",2230
"14689",2017-07-12,"engid",5580
"14690",2017-07-12,"engmech",2641
"14691",2017-07-12,"finance",6191
"14692",2017-07-12,"food",42939
"14693",2017-07-12,"hospitality",3192
"14694",2017-07-12,"hr",17832
"14695",2017-07-12,"install",57651
"14696",2017-07-12,"insurance",4198
"14697",2017-07-12,"legal",8544
"14698",2017-07-12,"management",82031
"14699",2017-07-12,"manufacturing",22282
"14700",2017-07-12,"marketing",16384
"14701",2017-07-12,"math",5933
"14702",2017-07-12,"meddental",4280
"14703",2017-07-12,"meddr",4723
"14704",2017-07-12,"media",7690
"14705",2017-07-12,"medinfo",14280
"14706",2017-07-12,"mednurse",43089
"14707",2017-07-12,"medtech",29620
"14708",2017-07-12,"military",581
"14709",2017-07-12,"mining",697
"14710",2017-07-12,"personal",4122
"14711",2017-07-12,"pharmacy",5100
"14712",2017-07-12,"project",12201
"14713",2017-07-12,"protective",14168
"14714",2017-07-12,"realestate",8402
"14715",2017-07-12,"retail",61004
"14716",2017-07-12,"sales",50539
"14717",2017-07-12,"sanitation",24516
"14718",2017-07-12,"science",12120
"14719",2017-07-12,"service",34692
"14720",2017-07-12,"socialscience",1088
"14721",2017-07-12,"sports",3195
"14722",2017-07-12,"tech",243
"14723",2017-07-12,"techhelp",12627
"14724",2017-07-12,"techinfo",20224
"14725",2017-07-12,"techsoftware",27295
"14726",2017-07-12,"therapy",9609
"14727",2017-07-12,"transport",5066
"14728",2017-07-12,"uncategorized",25372
"14729",2017-07-12,"veterinary",4090
"14730",2017-07-12,"warehouse",37177
"14731",2017-07-12,NA,216535
"14732",2017-07-13,"accounting",28906
"14733",2017-07-13,"admin",90804
"14734",2017-07-13,"agriculture",1253
"14735",2017-07-13,"arch",1461
"14736",2017-07-13,"arts",4337
"14737",2017-07-13,"aviation",873
"14738",2017-07-13,"care",7997
"14739",2017-07-13,"childcare",16132
"14740",2017-07-13,"construction",16833
"14741",2017-07-13,"customer",56725
"14742",2017-07-13,"driver",35647
"14743",2017-07-13,"education",23813
"14744",2017-07-13,"engchem",653
"14745",2017-07-13,"engcivil",1806
"14746",2017-07-13,"engelectric",1833
"14747",2017-07-13,"engid",4902
"14748",2017-07-13,"engmech",2183
"14749",2017-07-13,"finance",6125
"14750",2017-07-13,"food",40602
"14751",2017-07-13,"hospitality",3144
"14752",2017-07-13,"hr",18629
"14753",2017-07-13,"install",53563
"14754",2017-07-13,"insurance",3814
"14755",2017-07-13,"legal",8669
"14756",2017-07-13,"management",76242
"14757",2017-07-13,"manufacturing",22315
"14758",2017-07-13,"marketing",14876
"14759",2017-07-13,"math",4861
"14760",2017-07-13,"meddental",4318
"14761",2017-07-13,"meddr",4558
"14762",2017-07-13,"media",6924
"14763",2017-07-13,"medinfo",11243
"14764",2017-07-13,"mednurse",41834
"14765",2017-07-13,"medtech",28374
"14766",2017-07-13,"military",436
"14767",2017-07-13,"mining",555
"14768",2017-07-13,"personal",3447
"14769",2017-07-13,"pharmacy",4625
"14770",2017-07-13,"project",12184
"14771",2017-07-13,"protective",12866
"14772",2017-07-13,"realestate",8229
"14773",2017-07-13,"retail",57229
"14774",2017-07-13,"sales",46415
"14775",2017-07-13,"sanitation",22586
"14776",2017-07-13,"science",10218
"14777",2017-07-13,"service",34740
"14778",2017-07-13,"socialscience",1231
"14779",2017-07-13,"sports",2965
"14780",2017-07-13,"tech",169
"14781",2017-07-13,"techhelp",11312
"14782",2017-07-13,"techinfo",18708
"14783",2017-07-13,"techsoftware",24482
"14784",2017-07-13,"therapy",8667
"14785",2017-07-13,"transport",5282
"14786",2017-07-13,"uncategorized",20879
"14787",2017-07-13,"veterinary",4354
"14788",2017-07-13,"warehouse",33787
"14789",2017-07-13,NA,200651
"14790",2017-07-14,"accounting",25919
"14791",2017-07-14,"admin",76179
"14792",2017-07-14,"agriculture",1089
"14793",2017-07-14,"arch",1311
"14794",2017-07-14,"arts",3898
"14795",2017-07-14,"aviation",904
"14796",2017-07-14,"care",6742
"14797",2017-07-14,"childcare",13972
"14798",2017-07-14,"construction",14514
"14799",2017-07-14,"customer",50239
"14800",2017-07-14,"driver",30361
"14801",2017-07-14,"education",22777
"14802",2017-07-14,"engchem",462
"14803",2017-07-14,"engcivil",1207
"14804",2017-07-14,"engelectric",1948
"14805",2017-07-14,"engid",4900
"14806",2017-07-14,"engmech",1967
"14807",2017-07-14,"finance",6094
"14808",2017-07-14,"food",36222
"14809",2017-07-14,"hospitality",3237
"14810",2017-07-14,"hr",15370
"14811",2017-07-14,"install",46279
"14812",2017-07-14,"insurance",4343
"14813",2017-07-14,"legal",7343
"14814",2017-07-14,"management",65115
"14815",2017-07-14,"manufacturing",18895
"14816",2017-07-14,"marketing",13094
"14817",2017-07-14,"math",4145
"14818",2017-07-14,"meddental",3973
"14819",2017-07-14,"meddr",3978
"14820",2017-07-14,"media",5488
"14821",2017-07-14,"medinfo",12834
"14822",2017-07-14,"mednurse",39858
"14823",2017-07-14,"medtech",25461
"14824",2017-07-14,"military",449
"14825",2017-07-14,"mining",558
"14826",2017-07-14,"personal",3322
"14827",2017-07-14,"pharmacy",4129
"14828",2017-07-14,"project",10615
"14829",2017-07-14,"protective",12123
"14830",2017-07-14,"realestate",6888
"14831",2017-07-14,"retail",50971
"14832",2017-07-14,"sales",41185
"14833",2017-07-14,"sanitation",21497
"14834",2017-07-14,"science",9113
"14835",2017-07-14,"service",28920
"14836",2017-07-14,"socialscience",628
"14837",2017-07-14,"sports",3524
"14838",2017-07-14,"tech",143
"14839",2017-07-14,"techhelp",9719
"14840",2017-07-14,"techinfo",16620
"14841",2017-07-14,"techsoftware",22214
"14842",2017-07-14,"therapy",7663
"14843",2017-07-14,"transport",4231
"14844",2017-07-14,"uncategorized",18699
"14845",2017-07-14,"veterinary",5209
"14846",2017-07-14,"warehouse",26741
"14847",2017-07-14,NA,174395
"14848",2017-07-15,"accounting",18910
"14849",2017-07-15,"admin",64130
"14850",2017-07-15,"agriculture",830
"14851",2017-07-15,"arch",1077
"14852",2017-07-15,"arts",3246
"14853",2017-07-15,"aviation",766
"14854",2017-07-15,"care",5960
"14855",2017-07-15,"childcare",13083
"14856",2017-07-15,"construction",11915
"14857",2017-07-15,"customer",38812
"14858",2017-07-15,"driver",25875
"14859",2017-07-15,"education",18886
"14860",2017-07-15,"engchem",300
"14861",2017-07-15,"engcivil",1152
"14862",2017-07-15,"engelectric",1705
"14863",2017-07-15,"engid",4577
"14864",2017-07-15,"engmech",1737
"14865",2017-07-15,"finance",4573
"14866",2017-07-15,"food",31993
"14867",2017-07-15,"hospitality",2067
"14868",2017-07-15,"hr",11326
"14869",2017-07-15,"install",37555
"14870",2017-07-15,"insurance",4486
"14871",2017-07-15,"legal",5915
"14872",2017-07-15,"management",54155
"14873",2017-07-15,"manufacturing",16564
"14874",2017-07-15,"marketing",10100
"14875",2017-07-15,"math",3391
"14876",2017-07-15,"meddental",3219
"14877",2017-07-15,"meddr",3347
"14878",2017-07-15,"media",4588
"14879",2017-07-15,"medinfo",8885
"14880",2017-07-15,"mednurse",35316
"14881",2017-07-15,"medtech",20235
"14882",2017-07-15,"military",274
"14883",2017-07-15,"mining",373
"14884",2017-07-15,"personal",3167
"14885",2017-07-15,"pharmacy",3414
"14886",2017-07-15,"project",8362
"14887",2017-07-15,"protective",9996
"14888",2017-07-15,"realestate",5456
"14889",2017-07-15,"retail",45038
"14890",2017-07-15,"sales",34226
"14891",2017-07-15,"sanitation",17896
"14892",2017-07-15,"science",7663
"14893",2017-07-15,"service",23608
"14894",2017-07-15,"socialscience",574
"14895",2017-07-15,"sports",2517
"14896",2017-07-15,"tech",136
"14897",2017-07-15,"techhelp",7734
"14898",2017-07-15,"techinfo",12350
"14899",2017-07-15,"techsoftware",16862
"14900",2017-07-15,"therapy",6238
"14901",2017-07-15,"transport",3161
"14902",2017-07-15,"uncategorized",16622
"14903",2017-07-15,"veterinary",3579
"14904",2017-07-15,"warehouse",24883
"14905",2017-07-15,NA,143841
"14906",2017-07-16,"accounting",20836
"14907",2017-07-16,"admin",66103
"14908",2017-07-16,"agriculture",547
"14909",2017-07-16,"arch",1192
"14910",2017-07-16,"arts",3361
"14911",2017-07-16,"aviation",771
"14912",2017-07-16,"care",6371
"14913",2017-07-16,"childcare",15178
"14914",2017-07-16,"construction",13693
"14915",2017-07-16,"customer",42912
"14916",2017-07-16,"driver",29509
"14917",2017-07-16,"education",19639
"14918",2017-07-16,"engchem",244
"14919",2017-07-16,"engcivil",1495
"14920",2017-07-16,"engelectric",1545
"14921",2017-07-16,"engid",4325
"14922",2017-07-16,"engmech",1598
"14923",2017-07-16,"finance",4693
"14924",2017-07-16,"food",36599
"14925",2017-07-16,"hospitality",2264
"14926",2017-07-16,"hr",13117
"14927",2017-07-16,"install",43249
"14928",2017-07-16,"insurance",5048
"14929",2017-07-16,"legal",7485
"14930",2017-07-16,"management",60244
"14931",2017-07-16,"manufacturing",17972
"14932",2017-07-16,"marketing",11152
"14933",2017-07-16,"math",3636
"14934",2017-07-16,"meddental",3707
"14935",2017-07-16,"meddr",3913
"14936",2017-07-16,"media",5388
"14937",2017-07-16,"medinfo",8929
"14938",2017-07-16,"mednurse",37325
"14939",2017-07-16,"medtech",20888
"14940",2017-07-16,"military",312
"14941",2017-07-16,"mining",437
"14942",2017-07-16,"personal",3023
"14943",2017-07-16,"pharmacy",3641
"14944",2017-07-16,"project",9408
"14945",2017-07-16,"protective",10565
"14946",2017-07-16,"realestate",5997
"14947",2017-07-16,"retail",47486
"14948",2017-07-16,"sales",38024
"14949",2017-07-16,"sanitation",19541
"14950",2017-07-16,"science",7695
"14951",2017-07-16,"service",26112
"14952",2017-07-16,"socialscience",695
"14953",2017-07-16,"sports",2730
"14954",2017-07-16,"tech",151
"14955",2017-07-16,"techhelp",7635
"14956",2017-07-16,"techinfo",13934
"14957",2017-07-16,"techsoftware",17286
"14958",2017-07-16,"therapy",6980
"14959",2017-07-16,"transport",3791
"14960",2017-07-16,"uncategorized",17560
"14961",2017-07-16,"veterinary",3876
"14962",2017-07-16,"warehouse",27072
"14963",2017-07-16,NA,158146
"14964",2017-07-17,"accounting",28413
"14965",2017-07-17,"admin",94549
"14966",2017-07-17,"agriculture",571
"14967",2017-07-17,"arch",1452
"14968",2017-07-17,"arts",4781
"14969",2017-07-17,"aviation",967
"14970",2017-07-17,"care",8735
"14971",2017-07-17,"childcare",17782
"14972",2017-07-17,"construction",17382
"14973",2017-07-17,"customer",61928
"14974",2017-07-17,"driver",40109
"14975",2017-07-17,"education",25665
"14976",2017-07-17,"engchem",305
"14977",2017-07-17,"engcivil",2046
"14978",2017-07-17,"engelectric",2013
"14979",2017-07-17,"engid",6501
"14980",2017-07-17,"engmech",2564
"14981",2017-07-17,"finance",7121
"14982",2017-07-17,"food",44362
"14983",2017-07-17,"hospitality",3069
"14984",2017-07-17,"hr",19013
"14985",2017-07-17,"install",56393
"14986",2017-07-17,"insurance",6035
"14987",2017-07-17,"legal",10604
"14988",2017-07-17,"management",79613
"14989",2017-07-17,"manufacturing",25760
"14990",2017-07-17,"marketing",16364
"14991",2017-07-17,"math",4854
"14992",2017-07-17,"meddental",4578
"14993",2017-07-17,"meddr",4982
"14994",2017-07-17,"media",9258
"14995",2017-07-17,"medinfo",15322
"14996",2017-07-17,"mednurse",44246
"14997",2017-07-17,"medtech",29481
"14998",2017-07-17,"military",317
"14999",2017-07-17,"mining",540
"15000",2017-07-17,"personal",3690
"15001",2017-07-17,"pharmacy",4063
"15002",2017-07-17,"project",13157
"15003",2017-07-17,"protective",15247
"15004",2017-07-17,"realestate",8281
"15005",2017-07-17,"retail",61481
"15006",2017-07-17,"sales",52512
"15007",2017-07-17,"sanitation",25400
"15008",2017-07-17,"science",10463
"15009",2017-07-17,"service",36712
"15010",2017-07-17,"socialscience",950
"15011",2017-07-17,"sports",3045
"15012",2017-07-17,"tech",194
"15013",2017-07-17,"techhelp",10786
"15014",2017-07-17,"techinfo",19017
"15015",2017-07-17,"techsoftware",25531
"15016",2017-07-17,"therapy",8482
"15017",2017-07-17,"transport",6354
"15018",2017-07-17,"uncategorized",22802
"15019",2017-07-17,"veterinary",5082
"15020",2017-07-17,"warehouse",37144
"15021",2017-07-17,NA,213298
"15022",2017-07-18,"accounting",29141
"15023",2017-07-18,"admin",99391
"15024",2017-07-18,"agriculture",607
"15025",2017-07-18,"arch",2018
"15026",2017-07-18,"arts",4999
"15027",2017-07-18,"aviation",1232
"15028",2017-07-18,"care",8475
"15029",2017-07-18,"childcare",17796
"15030",2017-07-18,"construction",17912
"15031",2017-07-18,"customer",62886
"15032",2017-07-18,"driver",38947
"15033",2017-07-18,"education",28564
"15034",2017-07-18,"engchem",293
"15035",2017-07-18,"engcivil",2073
"15036",2017-07-18,"engelectric",1916
"15037",2017-07-18,"engid",6073
"15038",2017-07-18,"engmech",2480
"15039",2017-07-18,"finance",6587
"15040",2017-07-18,"food",48473
"15041",2017-07-18,"hospitality",3020
"15042",2017-07-18,"hr",19940
"15043",2017-07-18,"install",57660
"15044",2017-07-18,"insurance",6881
"15045",2017-07-18,"legal",9534
"15046",2017-07-18,"management",83544
"15047",2017-07-18,"manufacturing",24985
"15048",2017-07-18,"marketing",17299
"15049",2017-07-18,"math",4934
"15050",2017-07-18,"meddental",4627
"15051",2017-07-18,"meddr",4338
"15052",2017-07-18,"media",8672
"15053",2017-07-18,"medinfo",18489
"15054",2017-07-18,"mednurse",46264
"15055",2017-07-18,"medtech",31129
"15056",2017-07-18,"military",426
"15057",2017-07-18,"mining",665
"15058",2017-07-18,"personal",4656
"15059",2017-07-18,"pharmacy",4283
"15060",2017-07-18,"project",11499
"15061",2017-07-18,"protective",13798
"15062",2017-07-18,"realestate",8214
"15063",2017-07-18,"retail",66467
"15064",2017-07-18,"sales",51561
"15065",2017-07-18,"sanitation",23975
"15066",2017-07-18,"science",9903
"15067",2017-07-18,"service",33748
"15068",2017-07-18,"socialscience",781
"15069",2017-07-18,"sports",3417
"15070",2017-07-18,"tech",180
"15071",2017-07-18,"techhelp",10570
"15072",2017-07-18,"techinfo",18692
"15073",2017-07-18,"techsoftware",25845
"15074",2017-07-18,"therapy",9456
"15075",2017-07-18,"transport",5686
"15076",2017-07-18,"uncategorized",23708
"15077",2017-07-18,"veterinary",4802
"15078",2017-07-18,"warehouse",40675
"15079",2017-07-18,NA,214740
"15080",2017-07-19,"accounting",31121
"15081",2017-07-19,"admin",93863
"15082",2017-07-19,"agriculture",558
"15083",2017-07-19,"arch",2075
"15084",2017-07-19,"arts",4801
"15085",2017-07-19,"aviation",1142
"15086",2017-07-19,"care",8120
"15087",2017-07-19,"childcare",17705
"15088",2017-07-19,"construction",18136
"15089",2017-07-19,"customer",62403
"15090",2017-07-19,"driver",38477
"15091",2017-07-19,"education",27728
"15092",2017-07-19,"engchem",588
"15093",2017-07-19,"engcivil",1937
"15094",2017-07-19,"engelectric",2030
"15095",2017-07-19,"engid",5611
"15096",2017-07-19,"engmech",2452
"15097",2017-07-19,"finance",5988
"15098",2017-07-19,"food",47652
"15099",2017-07-19,"hospitality",2877
"15100",2017-07-19,"hr",19301
"15101",2017-07-19,"install",58395
"15102",2017-07-19,"insurance",5617
"15103",2017-07-19,"legal",8771
"15104",2017-07-19,"management",82247
"15105",2017-07-19,"manufacturing",25018
"15106",2017-07-19,"marketing",16018
"15107",2017-07-19,"math",5031
"15108",2017-07-19,"meddental",4593
"15109",2017-07-19,"meddr",4943
"15110",2017-07-19,"media",8704
"15111",2017-07-19,"medinfo",18654
"15112",2017-07-19,"mednurse",46808
"15113",2017-07-19,"medtech",30252
"15114",2017-07-19,"military",459
"15115",2017-07-19,"mining",643
"15116",2017-07-19,"personal",4501
"15117",2017-07-19,"pharmacy",4565
"15118",2017-07-19,"project",12919
"15119",2017-07-19,"protective",15227
"15120",2017-07-19,"realestate",8184
"15121",2017-07-19,"retail",67731
"15122",2017-07-19,"sales",52453
"15123",2017-07-19,"sanitation",23741
"15124",2017-07-19,"science",9235
"15125",2017-07-19,"service",32552
"15126",2017-07-19,"socialscience",931
"15127",2017-07-19,"sports",3748
"15128",2017-07-19,"tech",129
"15129",2017-07-19,"techhelp",11456
"15130",2017-07-19,"techinfo",19121
"15131",2017-07-19,"techsoftware",25331
"15132",2017-07-19,"therapy",9537
"15133",2017-07-19,"transport",6095
"15134",2017-07-19,"uncategorized",23728
"15135",2017-07-19,"veterinary",4338
"15136",2017-07-19,"warehouse",39362
"15137",2017-07-19,NA,209376
"15138",2017-07-20,"accounting",32953
"15139",2017-07-20,"admin",102225
"15140",2017-07-20,"agriculture",601
"15141",2017-07-20,"arch",2313
"15142",2017-07-20,"arts",5264
"15143",2017-07-20,"aviation",1151
"15144",2017-07-20,"care",10706
"15145",2017-07-20,"childcare",19179
"15146",2017-07-20,"construction",19322
"15147",2017-07-20,"customer",63483
"15148",2017-07-20,"driver",39362
"15149",2017-07-20,"education",30757
"15150",2017-07-20,"engchem",733
"15151",2017-07-20,"engcivil",1838
"15152",2017-07-20,"engelectric",2177
"15153",2017-07-20,"engid",6628
"15154",2017-07-20,"engmech",2440
"15155",2017-07-20,"finance",6337
"15156",2017-07-20,"food",51651
"15157",2017-07-20,"hospitality",3152
"15158",2017-07-20,"hr",19703
"15159",2017-07-20,"install",62766
"15160",2017-07-20,"insurance",6434
"15161",2017-07-20,"legal",12395
"15162",2017-07-20,"management",90152
"15163",2017-07-20,"manufacturing",30102
"15164",2017-07-20,"marketing",16563
"15165",2017-07-20,"math",5036
"15166",2017-07-20,"meddental",5033
"15167",2017-07-20,"meddr",5694
"15168",2017-07-20,"media",8259
"15169",2017-07-20,"medinfo",18443
"15170",2017-07-20,"mednurse",47489
"15171",2017-07-20,"medtech",34173
"15172",2017-07-20,"military",625
"15173",2017-07-20,"mining",404
"15174",2017-07-20,"personal",4165
"15175",2017-07-20,"pharmacy",5068
"15176",2017-07-20,"project",14870
"15177",2017-07-20,"protective",18626
"15178",2017-07-20,"realestate",7604
"15179",2017-07-20,"retail",74964
"15180",2017-07-20,"sales",58669
"15181",2017-07-20,"sanitation",26843
"15182",2017-07-20,"science",10027
"15183",2017-07-20,"service",37820
"15184",2017-07-20,"socialscience",919
"15185",2017-07-20,"sports",3697
"15186",2017-07-20,"tech",180
"15187",2017-07-20,"techhelp",12746
"15188",2017-07-20,"techinfo",21465
"15189",2017-07-20,"techsoftware",28093
"15190",2017-07-20,"therapy",9528
"15191",2017-07-20,"transport",6789
"15192",2017-07-20,"uncategorized",28799
"15193",2017-07-20,"veterinary",4536
"15194",2017-07-20,"warehouse",43342
"15195",2017-07-20,NA,55645
"15196",2017-07-21,"accounting",28729
"15197",2017-07-21,"admin",89563
"15198",2017-07-21,"agriculture",490
"15199",2017-07-21,"arch",1965
"15200",2017-07-21,"arts",5643
"15201",2017-07-21,"aviation",994
"15202",2017-07-21,"care",8413
"15203",2017-07-21,"childcare",15972
"15204",2017-07-21,"construction",16429
"15205",2017-07-21,"customer",52927
"15206",2017-07-21,"driver",32426
"15207",2017-07-21,"education",28102
"15208",2017-07-21,"engchem",822
"15209",2017-07-21,"engcivil",1533
"15210",2017-07-21,"engelectric",1896
"15211",2017-07-21,"engid",5664
"15212",2017-07-21,"engmech",2281
"15213",2017-07-21,"finance",6120
"15214",2017-07-21,"food",44169
"15215",2017-07-21,"hospitality",2813
"15216",2017-07-21,"hr",16812
"15217",2017-07-21,"install",53344
"15218",2017-07-21,"insurance",5360
"15219",2017-07-21,"legal",12424
"15220",2017-07-21,"management",79814
"15221",2017-07-21,"manufacturing",24522
"15222",2017-07-21,"marketing",16030
"15223",2017-07-21,"math",4803
"15224",2017-07-21,"meddental",3996
"15225",2017-07-21,"meddr",5003
"15226",2017-07-21,"media",6379
"15227",2017-07-21,"medinfo",14629
"15228",2017-07-21,"mednurse",44967
"15229",2017-07-21,"medtech",28989
"15230",2017-07-21,"military",934
"15231",2017-07-21,"mining",410
"15232",2017-07-21,"personal",3509
"15233",2017-07-21,"pharmacy",4662
"15234",2017-07-21,"project",13256
"15235",2017-07-21,"protective",14212
"15236",2017-07-21,"realestate",6194
"15237",2017-07-21,"retail",62347
"15238",2017-07-21,"sales",52795
"15239",2017-07-21,"sanitation",23807
"15240",2017-07-21,"science",9441
