"","stateProvince","normTitleCategory","mean.estimatedSalary"
"1583","NC","engcivil",69773.8617200674
"1584","NC","engelectric",78936.0093530787
"1585","NC","engid",83195.8535108959
"1586","NC","engmech",84988.9010989011
"1587","NC","finance",70534.4031311155
"1588","NC","food",25192.9104636779
"1589","NC","hospitality",32252.2427440633
"1590","NC","hr",57799.0635328682
"1591","NC","install",37046.7590507535
"1592","NC","insurance",46494.6011673152
"1593","NC","legal",66833.9114391144
"1594","NC","management",59660.701912142
"1595","NC","manufacturing",33196.2969978218
"1596","NC","marketing",56122.6030927835
"1597","NC","math",74113.6536467335
"1598","NC","meddental",49391.9056724028
"1599","NC","meddr",120968.032313907
"1600","NC","media",53023.3644859813
"1601","NC","medinfo",40622.1732283465
"1602","NC","mednurse",53964.4056847545
"1603","NC","medtech",41365.0472631348
"1604","NC","military",38285.1239669421
"1605","NC","mining",42048.322147651
"1606","NC","personal",40449.6522411128
"1607","NC","pharmacy",45958.6974110032
"1608","NC","project",78873.9045936396
"1609","NC","protective",33740.5997983871
"1610","NC","realestate",47721.4917825537
"1611","NC","retail",26621.1533060817
"1612","NC","sales",50221.7099445293
"1613","NC","sanitation",24270.5220306513
"1614","NC","science",52588.3249749248
"1615","NC","service",41626.4981477446
"1616","NC","socialscience",54950.8050089445
"1617","NC","sports",37808.1481481481
"1618","NC","tech",50751.5384615385
"1619","NC","techhelp",70782.1068124474
"1620","NC","techinfo",73501.9751753913
"1621","NC","techsoftware",92187.7601998335
"1622","NC","therapy",64112.0434208596
"1623","NC","transport",47528.0866003511
"1624","NC","uncategorized",32684.4217687075
"1625","NC","veterinary",29193.519441675
"1626","NC","warehouse",24450.7411524921
"1627","NC",NA,42575.3081471089
"1628","ND","accounting",47418.2767624021
"1629","ND","admin",33161.094224924
"1630","ND","agriculture",33389.1428571429
"1631","ND","arts",52101.4084507042
"1632","ND","aviation",61075
"1633","ND","care",25499.1803278689
"1634","ND","childcare",26880.487804878
"1635","ND","construction",39419.6100917431
"1636","ND","customer",27058.1686429513
"1637","ND","driver",40545.7520091848
"1638","ND","education",45291.7757009346
"1639","ND","engchem",57900
"1640","ND","engcivil",73559.4936708861
"1641","ND","engelectric",59859.5505617978
"1642","ND","engid",61431.25
"1643","ND","engmech",49300
"1644","ND","finance",55180.9523809524
"1645","ND","food",23914.0607424072
"1646","ND","hospitality",27612.1212121212
"1647","ND","hr",58982.1808510638
"1648","ND","install",34862.2984462035
"1649","ND","insurance",43939.378238342
"1650","ND","legal",109178.723404255
"1651","ND","management",50808.5081123862
"1652","ND","manufacturing",28362.5450180072
"1653","ND","marketing",46605.035971223
"1654","ND","math",54263.1578947368
"1655","ND","meddental",44192
"1656","ND","meddr",110684.029484029
"1657","ND","media",40000.9259259259
"1658","ND","medinfo",32894.9033391916
"1659","ND","mednurse",53208.3935018051
"1660","ND","medtech",39764.5788336933
"1661","ND","military",56494.4444444444
"1662","ND","mining",27065.4320987654
"1663","ND","personal",23729.5454545455
"1664","ND","pharmacy",37972
"1665","ND","project",68555.3191489362
"1666","ND","protective",28487.1657754011
"1667","ND","realestate",38963.4686346863
"1668","ND","retail",27752.0260989011
"1669","ND","sales",47599.8427672956
"1670","ND","sanitation",23849.6031746032
"1671","ND","science",39912.2448979592
"1672","ND","service",32594.1054808687
"1673","ND","socialscience",64619.2307692308
"1674","ND","sports",30846.017699115
"1675","ND","techhelp",56337.3333333333
"1676","ND","techinfo",55973.9884393064
"1677","ND","techsoftware",80876.9547325103
"1678","ND","therapy",62707.0895522388
"1679","ND","transport",27548.4848484848
"1680","ND","uncategorized",34658.3056478405
"1681","ND","veterinary",26093.9655172414
"1682","ND","warehouse",25461.9284294235
"1683","ND",NA,38011.2682090831
"1684","NE","accounting",60056.4018691589
"1685","NE","admin",33733.075889859
"1686","NE","agriculture",30121.6216216216
"1687","NE","arch",68972.8395061728
"1688","NE","arts",37698.4693877551
"1689","NE","aviation",45925
"1690","NE","care",22235.0282485876
"1691","NE","childcare",26126.2159934048
"1692","NE","construction",34572.3950233282
"1693","NE","customer",26292.2321929333
"1694","NE","driver",32960.9230769231
"1695","NE","education",39675.6205184777
"1696","NE","engchem",119000
"1697","NE","engcivil",79895.2755905512
"1698","NE","engelectric",66363.6363636364
"1699","NE","engid",91539.1640866873
"1700","NE","finance",61204.1198501873
"1701","NE","food",24049.5962490232
"1702","NE","hospitality",34414.0625
"1703","NE","hr",49988.088376561
"1704","NE","install",36879.6833773087
"1705","NE","insurance",60105.5921052632
"1706","NE","legal",55113.5761589404
"1707","NE","management",55256.2202583277
"1708","NE","manufacturing",30719.8720682303
"1709","NE","marketing",57327.103960396
"1710","NE","math",71159.9221789883
"1711","NE","meddental",35122.3140495868
"1712","NE","meddr",116563.282937365
"1713","NE","media",32970.351758794
"1714","NE","medinfo",41286.25
"1715","NE","mednurse",54088.8943609948
"1716","NE","medtech",39305.8131487889
"1717","NE","military",36668
"1718","NE","personal",37991.4965986395
"1719","NE","pharmacy",38150.7462686567
"1720","NE","project",82781.329113924
"1721","NE","protective",30803.6662452592
"1722","NE","realestate",45372.3837209302
"1723","NE","retail",25748.8797275497
"1724","NE","sales",47187.578814628
"1725","NE","sanitation",23168.2795698925
"1726","NE","science",38885.0553505535
"1727","NE","service",38884.1721371262
"1728","NE","socialscience",42849.3506493507
"1729","NE","sports",39117.9361179361
"1730","NE","techhelp",63929.9136069114
"1731","NE","techinfo",72776.5151515152
"1732","NE","techsoftware",83198.5406532314
"1733","NE","therapy",64913.4289439374
"1734","NE","transport",38101.4880952381
"1735","NE","uncategorized",36860.1753576373
"1736","NE","veterinary",23410.2564102564
"1737","NE","warehouse",24158.0924855491
"1738","NE",NA,41145.2460301902
"1739","NH","accounting",47483.1592689295
"1740","NH","admin",33968.8327687096
"1741","NH","arch",103921.052631579
"1742","NH","arts",51636.8421052632
"1743","NH","aviation",33807.8651685393
"1744","NH","care",23578.9987789988
"1745","NH","childcare",26918.955613577
"1746","NH","construction",32501.0869565217
"1747","NH","customer",28876.9281476599
"1748","NH","driver",37058.5639791416
"1749","NH","education",44611.5201900238
"1750","NH","engchem",53647.3684210526
"1751","NH","engcivil",59723.6842105263
"1752","NH","engelectric",82573.3590733591
"1753","NH","engid",86208.466819222
"1754","NH","engmech",82624.0687679083
"1755","NH","finance",34900
"1756","NH","food",26951.7664233577
"1757","NH","hospitality",33189.756097561
"1758","NH","hr",66171.2442396313
"1759","NH","install",37361.1685940353
"1760","NH","insurance",34703.6036036036
"1761","NH","legal",57545.7516339869
"1762","NH","management",54533.0275229358
"1763","NH","manufacturing",30009.3208593209
"1764","NH","marketing",53299.8907103825
"1765","NH","math",73483.9285714286
"1766","NH","meddental",55785
"1767","NH","meddr",111945.765230312
"1768","NH","media",41363.6
"1769","NH","medinfo",38637.984496124
"1770","NH","mednurse",59963.4531113059
"1771","NH","medtech",46043.0789707187
"1772","NH","military",32500
"1773","NH","personal",36444.8051948052
"1774","NH","pharmacy",41715.1103565365
"1775","NH","project",72676.4521193093
"1776","NH","protective",37114.5482388974
"1777","NH","realestate",35804.8387096774
"1778","NH","retail",26988.8412017167
"1779","NH","sales",47653.1567746512
"1780","NH","sanitation",23439.0909090909
"1781","NH","science",44161.329305136
"1782","NH","service",36880.3673469388
"1783","NH","socialscience",58217.1428571429
"1784","NH","sports",43045.1048951049
"1785","NH","techhelp",65993.3441558442
"1786","NH","techinfo",78970.636550308
"1787","NH","techsoftware",89757.7313054499
"1788","NH","therapy",57437.5
"1789","NH","transport",60635.4285714286
"1790","NH","uncategorized",29131.0057655349
"1791","NH","veterinary",40686.3829787234
"1792","NH","warehouse",25532.1622751987
"1793","NH",NA,38560.3911533541
"1794","NJ","accounting",60396.3791158067
"1795","NJ","admin",36534.6640701071
"1796","NJ","agriculture",36155.7692307692
"1797","NJ","arch",82527.9877425945
"1798","NJ","arts",44383.8280450358
"1799","NJ","aviation",56321.2765957447
"1800","NJ","care",26742.6701570681
"1801","NJ","childcare",27167.2231496939
"1802","NJ","construction",32570.5237515225
"1803","NJ","customer",27957.7108590797
"1804","NJ","driver",36881.0535557507
"1805","NJ","education",41698.8001043388
"1806","NJ","engchem",80357.5657894737
"1807","NJ","engcivil",74119.7530864197
"1808","NJ","engelectric",78001.1627906977
"1809","NJ","engid",89611.4057239057
"1810","NJ","engmech",81311.3907284768
"1811","NJ","finance",68488.893086513
"1812","NJ","food",25659.9131451478
"1813","NJ","hospitality",23975.4451038576
"1814","NJ","hr",61600.5457746479
"1815","NJ","install",37515.8137154555
"1816","NJ","insurance",53440.3130059363
"1817","NJ","legal",77156.8837412587
"1818","NJ","management",69076.480802624
"1819","NJ","manufacturing",35855.9327905768
"1820","NJ","marketing",62464.1117702154
"1821","NJ","math",69513.4234669242
"1822","NJ","meddental",52118.598884067
"1823","NJ","meddr",119283.876980429
"1824","NJ","media",47268.75
"1825","NJ","medinfo",44623.0015941699
"1826","NJ","mednurse",56155.5176592021
"1827","NJ","medtech",43714.2481367821
"1828","NJ","military",39391.3043478261
"1829","NJ","mining",46400
"1830","NJ","personal",39759.4006421691
"1831","NJ","pharmacy",42761.0239471511
"1832","NJ","project",79682.5490998363
"1833","NJ","protective",33240.5675675676
"1834","NJ","realestate",52459.3803786575
"1835","NJ","retail",28343.3581169735
"1836","NJ","sales",52779.960106383
"1837","NJ","sanitation",25461.6339668915
"1838","NJ","science",75182.5757575758
"1839","NJ","service",39210.7633991537
"1840","NJ","socialscience",61941.5019762846
"1841","NJ","sports",38427.2680937819
"1842","NJ","tech",30800
"1843","NJ","techhelp",67402.2798390702
"1844","NJ","techinfo",76886.6352889667
"1845","NJ","techsoftware",93507.5001687707
"1846","NJ","therapy",61296.6451826144
"1847","NJ","transport",51935.3284671533
"1848","NJ","uncategorized",38715.134591757
"1849","NJ","veterinary",34298.738317757
"1850","NJ","warehouse",25096.8607209342
"1851","NJ",NA,46962.2998650571
"1852","NM","accounting",47926.614481409
"1853","NM","admin",36247.3365093114
"1854","NM","agriculture",26300
"1855","NM","arch",55648.0769230769
"1856","NM","arts",44832.2175732218
"1857","NM","aviation",41864.7058823529
"1858","NM","care",23007.1170084439
"1859","NM","childcare",27585.38647343
"1860","NM","construction",33166.8181818182
"1861","NM","customer",27206.0593737292
"1862","NM","driver",41253.6310329274
"1863","NM","education",40741.5259537211
"1864","NM","engchem",73496.3855421687
"1865","NM","engcivil",62172.6851851852
"1866","NM","engelectric",81461.1111111111
"1867","NM","engid",94453.557312253
"1868","NM","engmech",72044.1489361702
"1869","NM","finance",54227.8745644599
"1870","NM","food",24583.7451949478
"1871","NM","hospitality",41648.7804878049
"1872","NM","hr",54453.722334004
"1873","NM","install",39944.3827503239
"1874","NM","insurance",41195.1612903226
"1875","NM","legal",58282.421875
"1876","NM","management",49003.1764705882
"1877","NM","manufacturing",36388.045540797
"1878","NM","marketing",42324.4680851064
"1879","NM","math",49482.3529411765
"1880","NM","meddental",79969.1860465116
"1881","NM","meddr",127453.990610329
"1882","NM","media",35296.6542750929
"1883","NM","medinfo",43432.1120689655
"1884","NM","mednurse",58598.4833416211
"1885","NM","medtech",43250.9592326139
"1886","NM","military",64756
"1887","NM","personal",45156.2248995984
"1888","NM","pharmacy",49000.2304147465
"1889","NM","project",71193.5691318328
"1890","NM","protective",29251.4563106796
"1891","NM","realestate",36784.8837209302
"1892","NM","retail",27090.8858405022
"1893","NM","sales",46247.8089222266
"1894","NM","sanitation",23722.3564954683
"1895","NM","science",70252.4719101124
"1896","NM","service",42236.6605052372
"1897","NM","socialscience",56140
"1898","NM","sports",32239.1608391608
"1899","NM","techhelp",64734.0569877883
"1900","NM","techinfo",66977.8981581798
"1901","NM","techsoftware",94227.0122783083
"1902","NM","therapy",58920.8483754513
"1903","NM","transport",35540.5
"1904","NM","uncategorized",35630.2816901408
"1905","NM","veterinary",30484.1463414634
"1906","NM","warehouse",26063.2734530938
"1907","NM",NA,44466.8952007835
"1908","NV","accounting",52383.9738662567
"1909","NV","admin",33269.7674418605
"1910","NV","agriculture",60400
"1911","NV","arch",53677.1573604061
"1912","NV","arts",35895.1048951049
"1913","NV","aviation",48174.693877551
"1914","NV","care",23523.720349563
"1915","NV","childcare",28187.6089060987
"1916","NV","construction",34127.3057371097
"1917","NV","customer",25253.2936293088
"1918","NV","driver",38162.7568493151
"1919","NV","education",44647.5547445256
"1920","NV","engchem",86500
"1921","NV","engcivil",80883.2298136646
"1922","NV","engelectric",55528.0991735537
"1923","NV","engid",76198.4756097561
"1924","NV","engmech",77869.8717948718
"1925","NV","finance",55120.2033036849
"1926","NV","food",24887.9047420096
"1927","NV","hospitality",26375.7619738752
"1928","NV","hr",58728.2570422535
"1929","NV","install",36294.0863152144
"1930","NV","insurance",41208.6834733894
"1931","NV","legal",56898.9766081871
"1932","NV","management",52864.0045277324
"1933","NV","manufacturing",32914.0794223827
"1934","NV","marketing",50935.5353075171
"1935","NV","math",70219.3609022556
"1936","NV","meddental",53486.5758754864
"1937","NV","meddr",130793.675889328
"1938","NV","media",39025.7731958763
"1939","NV","medinfo",40696.463022508
"1940","NV","mednurse",60702.4970070121
"1941","NV","medtech",44416.102003643
"1942","NV","military",65966.6666666667
"1943","NV","mining",22600
"1944","NV","personal",34521.7494089835
"1945","NV","pharmacy",51453.5934291581
"1946","NV","project",78247.4777448071
"1947","NV","protective",27910.9935332158
"1948","NV","realestate",46930.1204819277
"1949","NV","retail",26957.5623397809
"1950","NV","sales",48384.9342634827
"1951","NV","sanitation",23266.2073097663
"1952","NV","science",47984.990619137
"1953","NV","service",42980.9338521401
"1954","NV","socialscience",73175
"1955","NV","sports",34009.6774193548
"1956","NV","tech",36000
"1957","NV","techhelp",59390.516631281
"1958","NV","techinfo",66170.9071949948
"1959","NV","techsoftware",81756.4123376623
"1960","NV","therapy",65037.0583401808
"1961","NV","transport",41557.3979591837
"1962","NV","uncategorized",34996.6489195114
"1963","NV","veterinary",29879.180887372
"1964","NV","warehouse",25818.3785640673
"1965","NV",NA,36966.7953154112
"1966","NY","accounting",64530.3132434576
"1967","NY","admin",39002.7881078256
"1968","NY","agriculture",23280.9160305344
"1969","NY","arch",74347.5297346752
"1970","NY","arts",55776.2608252674
"1971","NY","aviation",55627.6923076923
"1972","NY","care",26892.6623127161
"1973","NY","childcare",28354.0431860747
"1974","NY","construction",37597.5585661868
"1975","NY","customer",31432.0811255253
"1976","NY","driver",35194.3405190332
"1977","NY","education",45032.6762784411
"1978","NY","engchem",77802.3041474654
"1979","NY","engcivil",78509.3959731544
"1980","NY","engelectric",81037.2560615021
"1981","NY","engid",88854.7373711988
"1982","NY","engmech",78470.126227209
"1983","NY","finance",88907.0023980815
"1984","NY","food",29142.5854536109
"1985","NY","hospitality",34668.8223938224
"1986","NY","hr",61374.0605872782
"1987","NY","install",39309.5312597785
"1988","NY","insurance",64851.2155591572
"1989","NY","legal",72912.6699029126
"1990","NY","management",74852.4296228645
"1991","NY","manufacturing",35536.1270570226
"1992","NY","marketing",64958.6446441584
"1993","NY","math",92494.1056154704
"1994","NY","meddental",51721.9613980177
"1995","NY","meddr",122810.632119723
"1996","NY","media",54168.0043515049
"1997","NY","medinfo",44357.9878971256
"1998","NY","mednurse",58485.4583196766
"1999","NY","medtech",45509.6140063479
"2000","NY","military",41116.6112956811
"2001","NY","mining",30300
"2002","NY","personal",39265.8082191781
"2003","NY","pharmacy",39613.1860299359
"2004","NY","project",79642.9387755102
"2005","NY","protective",36559.9974365547
"2006","NY","realestate",66560.1603206413
"2007","NY","retail",30045.1218968668
"2008","NY","sales",59038.9857950866
"2009","NY","sanitation",25703.093492209
"2010","NY","science",61204.8208011244
"2011","NY","service",40904.2318161676
"2012","NY","socialscience",59439.5245170877
"2013","NY","sports",42153.4611288605
"2014","NY","tech",67960
"2015","NY","techhelp",67131.6152784169
"2016","NY","techinfo",83779.4239605514
"2017","NY","techsoftware",102121.722833198
"2018","NY","therapy",62554.1093828399
"2019","NY","transport",41597.7975270479
"2020","NY","uncategorized",44740.4456228486
"2021","NY","veterinary",31260.8126533951
"2022","NY","warehouse",27515.158546017
"2023","NY",NA,49940.6460729426
"2024","OH","accounting",54490.8336276934
"2025","OH","admin",34579.5050167224
"2026","OH","agriculture",56196.7741935484
"2027","OH","arch",57065.119047619
"2028","OH","arts",49101.6700404858
"2029","OH","aviation",51727.9661016949
"2030","OH","care",23284.7935973041
"2031","OH","childcare",26476.0983015466
"2032","OH","construction",31749.4096877414
"2033","OH","customer",26831.9748193052
"2034","OH","driver",38452.213860289
"2035","OH","education",41187.8054681829
"2036","OH","engchem",57914.7692307692
"2037","OH","engcivil",73581.4388489209
"2038","OH","engelectric",71279.7821647379
"2039","OH","engid",79283.758483501
"2040","OH","engmech",76207.2931276297
"2041","OH","finance",62704.0119985002
"2042","OH","food",24489.3843434715
"2043","OH","hospitality",33751.3328255903
"2044","OH","hr",54953.9884743706
"2045","OH","install",37145.4073808203
"2046","OH","insurance",46462.2686283816
"2047","OH","legal",63725.6590509666
"2048","OH","management",55711.6697778045
"2049","OH","manufacturing",31458.9876033058
"2050","OH","marketing",50231.1380597015
"2051","OH","math",72150.5847953216
"2052","OH","meddental",52930.6660499537
"2053","OH","meddr",107942.659941598
"2054","OH","media",51074.256799494
"2055","OH","medinfo",36261.4181818182
"2056","OH","mednurse",49771.1182958308
"2057","OH","medtech",39846.812685953
"2058","OH","military",31482.9787234043
"2059","OH","mining",35004.4776119403
"2060","OH","personal",41396.2392387857
"2061","OH","pharmacy",38472.9550691244
"2062","OH","project",75378.9462723865
"2063","OH","protective",31474.0086000956
"2064","OH","realestate",45980.3183023873
"2065","OH","retail",26952.5074562617
"2066","OH","sales",50180.2998182919
"2067","OH","sanitation",23575.2568565849
"2068","OH","science",55786.887755102
"2069","OH","service",37372.5393766199
"2070","OH","socialscience",44087.7551020408
"2071","OH","sports",37012.8042328042
"2072","OH","tech",51896.2025316456
"2073","OH","techhelp",64609.4834710744
"2074","OH","techinfo",72349.4079265346
"2075","OH","techsoftware",85707.1739130435
"2076","OH","therapy",57800.0447427293
"2077","OH","transport",45592.5863044709
"2078","OH","uncategorized",36118.7425860024
"2079","OH","veterinary",30993.9969984992
"2080","OH","warehouse",23932.9833385728
"2081","OH",NA,39413.8518413195
"2082","OK","accounting",50904.5419254658
"2083","OK","admin",34134.7387173397
"2084","OK","agriculture",32600
"2085","OK","arch",57056.1797752809
"2086","OK","arts",45212.9385964912
"2087","OK","aviation",47113.0057803468
"2088","OK","care",23234.7140039448
"2089","OK","childcare",26589.6181384248
"2090","OK","construction",32520.8007363093
"2091","OK","customer",27744.5919938414
"2092","OK","driver",39498.4211281757
"2093","OK","education",37923.7811294283
"2094","OK","engchem",59361.0169491525
"2095","OK","engcivil",77057.505773672
"2096","OK","engelectric",73993.893129771
"2097","OK","engid",72894.5330296128
"2098","OK","engmech",58160.1449275362
"2099","OK","finance",42681.9718309859
"2100","OK","food",24274.7463099631
"2101","OK","hospitality",35696.214511041
"2102","OK","hr",47902.676733013
"2103","OK","install",37246.9070208729
"2104","OK","insurance",39636.8043087971
"2105","OK","legal",63189.8123324397
"2106","OK","management",50374.3953796174
"2107","OK","manufacturing",31507.5118681932
"2108","OK","marketing",42415.963060686
"2109","OK","math",59053.023255814
"2110","OK","meddental",50783.5595776772
"2111","OK","meddr",101033.203125
"2112","OK","media",40364.6825396825
"2113","OK","medinfo",37412.0376175549
"2114","OK","mednurse",51723.0397927949
"2115","OK","medtech",39518.0661094225
"2116","OK","military",69027.8481012658
"2117","OK","mining",48717.3652694611
"2118","OK","personal",40815.2380952381
"2119","OK","pharmacy",44492.4829157175
"2120","OK","project",76574.4186046512
"2121","OK","protective",27730.608365019
"2122","OK","realestate",43652.1497919556
"2123","OK","retail",26470.6647116325
"2124","OK","sales",43640.3970931741
"2125","OK","sanitation",24829.0424412487
"2126","OK","science",59352.6799387443
"2127","OK","service",44764.3961927424
"2128","OK","socialscience",45124.5033112583
"2129","OK","sports",40521.5297450425
"2130","OK","tech",48100
"2131","OK","techhelp",57246.0330578512
"2132","OK","techinfo",67314.3268538517
"2133","OK","techsoftware",83415.5896607431
"2134","OK","therapy",61370.2405498282
"2135","OK","transport",33701.9390581717
"2136","OK","uncategorized",32545.1062215478
"2137","OK","veterinary",26496.943231441
"2138","OK","warehouse",24563.511137163
"2139","OK",NA,38145.3718815575
"2140","OR","accounting",55234.0735434575
"2141","OR","admin",34354.0061451194
"2142","OR","agriculture",43054.2553191489
"2143","OR","arch",68309.9290780142
"2144","OR","arts",55036.3471971067
"2145","OR","aviation",50927.7027027027
"2146","OR","care",21264.1951219512
"2147","OR","childcare",26354.8886737657
"2148","OR","construction",32905.6388012618
"2149","OR","customer",28573.3943339785
"2150","OR","driver",35398.1926473609
"2151","OR","education",42564.4481419856
"2152","OR","engcivil",76329.6529968454
"2153","OR","engelectric",73903.1879194631
"2154","OR","engid",78666.0762942779
"2155","OR","engmech",80933.125
"2156","OR","finance",61665.0943396226
"2157","OR","food",23542.0755536257
"2158","OR","hospitality",31546.1139896373
"2159","OR","hr",55276.0383386581
"2160","OR","install",36999.4776931447
"2161","OR","insurance",49384.7440944882
"2162","OR","legal",66375.5230125523
"2163","OR","management",58690.6022896964
"2164","OR","manufacturing",32370.9401709402
"2165","OR","marketing",51140.234375
"2166","OR","math",78461.9672131148
"2167","OR","meddental",45888.4480746791
"2168","OR","meddr",106064.332892999
"2169","OR","media",50184.8639455782
"2170","OR","medinfo",42379.7974113675
"2171","OR","mednurse",55113.6960600375
"2172","OR","medtech",40839.3519264872
"2173","OR","military",37165.1785714286
"2174","OR","personal",35209.1877496671
"2175","OR","pharmacy",45761.6755793226
"2176","OR","project",67011.7678100264
"2177","OR","protective",33667.6838810642
"2178","OR","realestate",43833.2271762208
"2179","OR","retail",28028.0815843926
"2180","OR","sales",50460.4656862745
"2181","OR","sanitation",23685.296803653
"2182","OR","science",47361.3051470588
"2183","OR","service",39990.98621421
"2184","OR","socialscience",55074.1573033708
"2185","OR","sports",42261.6630669546
"2186","OR","tech",47900
"2187","OR","techhelp",60015.2663934426
"2188","OR","techinfo",71528.1296023564
"2189","OR","techsoftware",92164.6746889659
"2190","OR","therapy",62887.7339901478
"2191","OR","transport",46232.774049217
"2192","OR","uncategorized",35893.6151079137
"2193","OR","veterinary",25967.5816993464
"2194","OR","warehouse",24857.5946643718
"2195","OR",NA,40367.9561633571
"2196","PA","accounting",56189.1631227218
"2197","PA","admin",35166.7418615951
"2198","PA","agriculture",28351.724137931
"2199","PA","arch",68028.2215122471
"2200","PA","arts",47696.0861056751
"2201","PA","aviation",44413.8888888889
"2202","PA","care",23488.8604025125
"2203","PA","childcare",27346.7133943072
"2204","PA","construction",33001.4766625361
"2205","PA","customer",28067.7001326847
"2206","PA","driver",39352.4752475248
"2207","PA","education",43153.7577269277
"2208","PA","engchem",62624.854368932
"2209","PA","engcivil",74408.0392156863
"2210","PA","engelectric",77535.1665375678
"2211","PA","engid",79012.6073704627
"2212","PA","engmech",79270.4006541292
"2213","PA","finance",61880.5849936414
"2214","PA","food",25247.6152544061
"2215","PA","hospitality",29302.6438569207
"2216","PA","hr",54834.8182504584
"2217","PA","install",37512.6917668116
"2218","PA","insurance",51035.6889204545
"2219","PA","legal",67981.6885007278
"2220","PA","management",59243.833937967
"2221","PA","manufacturing",33751.8314176245
"2222","PA","marketing",54181.1881188119
"2223","PA","math",71165.9879685331
"2224","PA","meddental",46218.1936041487
"2225","PA","meddr",112374.075286416
"2226","PA","media",47003.1536926148
"2227","PA","medinfo",41944.6126126126
"2228","PA","mednurse",51421.3831383853
"2229","PA","medtech",41019.2785392647
"2230","PA","military",53393.5
"2231","PA","mining",63788.8888888889
"2232","PA","personal",37644.7868036103
"2233","PA","pharmacy",39118.3571873055
"2234","PA","project",74722.1613619541
"2235","PA","protective",31033.3746458924
"2236","PA","realestate",52052.1246458923
"2237","PA","retail",26939.6952840271
"2238","PA","sales",51129.8221524781
"2239","PA","sanitation",23460.6593406593
"2240","PA","science",56360.2517329442
"2241","PA","service",37029.6139784436
"2242","PA","socialscience",64354.6168958743
"2243","PA","sports",39747.9510127179
"2244","PA","tech",70919.8198198198
"2245","PA","techhelp",65999.8971369793
"2246","PA","techinfo",74134.0508806262
"2247","PA","techsoftware",91995.6212121212
"2248","PA","therapy",58778.925929896
"2249","PA","transport",52741.2280701754
"2250","PA","uncategorized",35509.2555487053
"2251","PA","veterinary",32925.2571833984
"2252","PA","warehouse",25254.9924676107
"2253","PA",NA,42364.1724363161
"2254","PR","accounting",56711.4285714286
"2255","PR","admin",40349.7191011236
"2256","PR","arts",56148
"2257","PR","care",29241.5584415584
"2258","PR","childcare",29392.0353982301
"2259","PR","construction",51655.4166666667
"2260","PR","customer",32830
"2261","PR","driver",26424.0963855422
"2262","PR","education",45254.2857142857
"2263","PR","engchem",47200
"2264","PR","engcivil",79537.5
"2265","PR","engelectric",99074.0740740741
"2266","PR","engid",79923.9583333333
"2267","PR","engmech",78300
"2268","PR","food",25118.8622754491
"2269","PR","hospitality",21700
"2270","PR","hr",46812.101910828
"2271","PR","install",39937.3493975904
"2272","PR","insurance",60742.8571428571
"2273","PR","legal",84697.2972972973
"2274","PR","management",74318.2755388941
"2275","PR","manufacturing",67993.6893203884
"2276","PR","marketing",57285.3448275862
"2277","PR","math",103550
"2278","PR","meddr",130814.285714286
"2279","PR","medinfo",36200
"2280","PR","mednurse",51896.0227272727
"2281","PR","medtech",72517.3913043478
"2282","PR","military",39868.9655172414
"2283","PR","personal",43016.6666666667
"2284","PR","pharmacy",48247.4137931034
"2285","PR","project",79941.8803418803
"2286","PR","protective",24095.8333333333
"2287","PR","realestate",52873.3333333333
"2288","PR","retail",30560.0696864111
"2289","PR","sales",55064.6616541353
"2290","PR","sanitation",31031.0344827586
"2291","PR","science",77494.6428571429
"2292","PR","service",35741.0714285714
"2293","PR","techhelp",71285
"2294","PR","techinfo",58914.7783251232
"2295","PR","techsoftware",77605.7644110276
"2296","PR","therapy",0
"2297","PR","transport",62200
"2298","PR","uncategorized",42992.5373134328
"2299","PR","veterinary",19677.358490566
"2300","PR","warehouse",25600
"2301","PR",NA,49223.0386052304
"2302","RI","accounting",52525.7039711191
"2303","RI","admin",37382.7272727273
"2304","RI","arch",75200
"2305","RI","arts",33455.5555555556
"2306","RI","aviation",39678.2608695652
"2307","RI","care",21657.8378378378
"2308","RI","childcare",27183.920076118
"2309","RI","construction",34948.1212121212
"2310","RI","customer",27124.9366018597
"2311","RI","driver",37423.8148984199
"2312","RI","education",38143.9306358382
"2313","RI","engchem",37700
"2314","RI","engcivil",82846.7391304348
"2315","RI","engelectric",85609.6774193548
"2316","RI","engid",78098.7903225807
"2317","RI","engmech",88775.572519084
"2318","RI","finance",68734.8314606742
"2319","RI","food",24964.7985989492
"2320","RI","hospitality",30280.5194805195
"2321","RI","hr",63960.0386100386
"2322","RI","install",38121.595779756
"2323","RI","insurance",38237.7272727273
"2324","RI","legal",72667.2316384181
"2325","RI","management",56194.9849548646
"2326","RI","manufacturing",36792.2066549912
"2327","RI","marketing",58789.3867924528
"2328","RI","math",63509.8522167488
"2329","RI","meddental",42980.2955665025
"2330","RI","meddr",125650.681818182
"2331","RI","media",43852.5
"2332","RI","medinfo",39701.7811704835
"2333","RI","mednurse",58794.1798941799
"2334","RI","medtech",44548.3248154458
"2335","RI","military",40585.2941176471
"2336","RI","personal",41798.4790874525
"2337","RI","pharmacy",38085.4166666667
"2338","RI","project",67466.0066006601
"2339","RI","protective",30994.0149625935
"2340","RI","realestate",37802.5974025974
"2341","RI","retail",28353.3980582524
"2342","RI","sales",47792.7543424318
"2343","RI","sanitation",23391.0144927536
"2344","RI","science",50629.1438979964
"2345","RI","service",36460.6608478803
